7:33:45: MongoDB :: demo_db roles.find({},undefined)
7:33:46: MongoDB :: demo_db users.createIndex({"email":1},{"unique":true,"background":true})
7:33:46: MongoDB :: demo_db messages.createIndex({"idmsg":1},{"unique":true,"background":true})
7:33:46: MongoDB :: demo_db menus.createIndex({"path":1},{"unique":true,"background":true})
7:33:46: MongoDB :: demo_db tmt100.createIndex({"maghep":1},{"unique":true,"background":true})
7:33:46: MongoDB :: demo_db tmt101.createIndex({"idyoutube":1},{"unique":true,"background":true})
7:33:46: MongoDB :: demo_db users.createIndex({"name":"text"},{"background":true})
7:33:46: MongoDB :: demo_db tmt101.createIndex({"urldisplayid":"text"},{"background":true})
7:50:41: MongoDB :: demo_db users.findOne({"email":"namandroid.it@gmail.com"},{"projection":{}})
7:50:41: MongoDB :: demo_db roles.find({"_id":{"$in":["6331b3ce65e0507984482ba7"]}},{"projection":{}})
7:50:41: MongoDB :: demo_db roles.findOne({"_id":"6331b3ce65e0507984482ba7"},{"projection":{}})
7:50:41: MongoDB :: demo_db menus.find({"_id":{"$in":["632aaa31c8093b9a2007d199","632aaa31c8093b9a2007d155","6333e539021398275a67d83d","632aaa31c8093b9a2007d14b","632aaa31c8093b9a2007d15f","632aaa31c8093b9a2007d193","632aaa31c8093b9a2007d154","632aaa31c8093b9a2007d161","632aaa31c8093b9a2007d188","632aaa31c8093b9a2007d144","632aaa31c8093b9a2007d16a","632aaa31c8093b9a2007d191","632aaa31c8093b9a2007d176","632aaa31c8093b9a2007d190","632aaa31c8093b9a2007d15b","632aaa31c8093b9a2007d167","632aaa31c8093b9a2007d18b","632aaa31c8093b9a2007d194","632aaa31c8093b9a2007d17f","632aaa31c8093b9a2007d16f","632aaa31c8093b9a2007d17b","632aaa31c8093b9a2007d183","632aaa31c8093b9a2007d14a","632aaa31c8093b9a2007d169","632aaa31c8093b9a2007d14c","632aaa31c8093b9a2007d171","632aaa31c8093b9a2007d184","632aaa31c8093b9a2007d17d","6423a489bab829e7784d6047","6423d78c2959d50e73fb6767","6423d7b62959d50e73fb676a","6423d7d52959d50e73fb676d","632aaa31c8093b9a2007d145","632aaa31c8093b9a2007d158","632aaa31c8093b9a2007d177","632aaa31c8093b9a2007d164","632aaa31c8093b9a2007d18a","632aaa31c8093b9a2007d179","632aaa31c8093b9a2007d186","632aaa31c8093b9a2007d148","632aaa31c8093b9a2007d16d","63343f59a5ada435bef9f4d6","63344067a5ada435bef9f4df","63344034a5ada435bef9f4dc","63344084a5ada435bef9f4e2"]}},{"projection":{}})
7:50:42: MongoDB :: demo_db users.findOne({"_id":"6321fe53c26d4024dd312437"},{"projection":{}})
7:50:42: MongoDB :: demo_db roles.find({"_id":{"$in":["6331b3ce65e0507984482ba7"]}},{"projection":{}})
7:50:42: MongoDB :: demo_db roles.findOne({"_id":"6331b3ce65e0507984482ba7"},{"projection":{}})
7:50:42: MongoDB :: demo_db menus.find({"_id":{"$in":["632aaa31c8093b9a2007d199","632aaa31c8093b9a2007d155","6333e539021398275a67d83d","632aaa31c8093b9a2007d14b","632aaa31c8093b9a2007d15f","632aaa31c8093b9a2007d193","632aaa31c8093b9a2007d154","632aaa31c8093b9a2007d161","632aaa31c8093b9a2007d188","632aaa31c8093b9a2007d144","632aaa31c8093b9a2007d16a","632aaa31c8093b9a2007d191","632aaa31c8093b9a2007d176","632aaa31c8093b9a2007d190","632aaa31c8093b9a2007d15b","632aaa31c8093b9a2007d167","632aaa31c8093b9a2007d18b","632aaa31c8093b9a2007d194","632aaa31c8093b9a2007d17f","632aaa31c8093b9a2007d16f","632aaa31c8093b9a2007d17b","632aaa31c8093b9a2007d183","632aaa31c8093b9a2007d14a","632aaa31c8093b9a2007d169","632aaa31c8093b9a2007d14c","632aaa31c8093b9a2007d171","632aaa31c8093b9a2007d184","632aaa31c8093b9a2007d17d","6423a489bab829e7784d6047","6423d78c2959d50e73fb6767","6423d7b62959d50e73fb676a","6423d7d52959d50e73fb676d","632aaa31c8093b9a2007d145","632aaa31c8093b9a2007d158","632aaa31c8093b9a2007d177","632aaa31c8093b9a2007d164","632aaa31c8093b9a2007d18a","632aaa31c8093b9a2007d179","632aaa31c8093b9a2007d186","632aaa31c8093b9a2007d148","632aaa31c8093b9a2007d16d","63343f59a5ada435bef9f4d6","63344067a5ada435bef9f4df","63344034a5ada435bef9f4dc","63344084a5ada435bef9f4e2"]}},{"projection":{}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"system"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"vison"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"notifi"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"system"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"notifi"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"vison"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db users.find({"_id":{"$in":["6321fe53c26d4024dd312437"]}},{"projection":{"password":0}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"system"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"notifi"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db users.find({"_id":{"$in":["6321fe53c26d4024dd312437"]}},{"projection":{"password":0}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"vison"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db users.find({"_id":{"$in":["6321fe53c26d4024dd312437"]}},{"projection":{"password":0}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"system"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"vison"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"notifi"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:42: MongoDB :: demo_db users.find({"_id":{"$in":["6321fe53c26d4024dd312437"]}},{"projection":{"password":0}})
7:50:42: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"system"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:43: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"notifi"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:43: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"vison"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:43: MongoDB :: demo_db users.find({"_id":{"$in":["6321fe53c26d4024dd312437"]}},{"projection":{"password":0}})
7:50:43: MongoDB :: demo_db menus.findOne({"path":"/default/dashboard/analysis"},{"projection":{}})
7:50:43: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"system"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:43: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"notifi"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:43: MongoDB :: demo_db nhatkyhethongs.find({"loaithongbao":"vison"},{"limit":5,"sort":{"ngay":-1},"projection":{}})
7:50:43: MongoDB :: demo_db screenpcs.find({"idmenu":"632aaa31c8093b9a2007d14b"},{"projection":{}})
7:50:43: MongoDB :: demo_db users.find({"_id":{"$in":["6321fe53c26d4024dd312437"]}},{"projection":{"password":0}})
7:50:47: MongoDB :: demo_db phongbans.find({},{"projection":{}})
7:50:47: MongoDB :: demo_db users.find({},{"projection":{}})
7:50:47: MongoDB :: demo_db users.find({},{"limit":10,"skip":0,"projection":{}})
7:50:48: MongoDB :: demo_db roles.find({},{"projection":{}})
7:50:48: MongoDB :: demo_db roles.find({},{"limit":10,"skip":0,"projection":{}})
7:50:49: MongoDB :: demo_db menus.find({},{"projection":{}})
7:50:50: MongoDB :: demo_db phongbans.find({},{"projection":{}})
7:50:52: MongoDB :: demo_db menus.find({},{"projection":{}})
7:50:52: MongoDB :: demo_db screenpcs.find({},{"projection":{}})
7:50:52: MongoDB :: demo_db screenpcs.find({},{"limit":10,"skip":0,"projection":{}})
